"رقم الملف المروري","الاسم بالعربي","الجنسية","المركبات الغير منتهية","المركبات المنتهية","المهنة","الرقم الموحد","الدخول والخروج","تاريخ الدخول والخروج","السوابق","تحركات المركبات","عدد المركبات","لا توجد تحركات","عدد المركبات 222"
"    15339880","براكاش تابا","نيبال","           2","           0","سكرتير","    77714131","خارج الدولة","27DEC25:00:00:00","توجد","           1","           2","           1","           2"
"    89508651","جهانغير شودري","بنغلاديش","           2","           4","عامل","    14165274","خارج الدولة","21AUG24:00:00:00","لاتوجد","           3","           6","           3","           6"
"    70276443","جمعة عوض","لبنان","           5","           6","طالب","    52064474","داخل","15MAR26:00:00:00","لاتوجد","           3","          11","           8","          11"
"    95058985","طارق الكتبي","الإمارات العربية المتحدة","           1","           0","مدير","    62833772","خارج الدولة","03SEP25:00:00:00","توجد","           0","           1","           1","           1"
"    50868351","كاسون سيلفا","سريلانكا","           3","           3","وسيط عقاري","    16595572","خارج الدولة","13MAY25:00:00:00","لاتوجد","           4","           6","           2","           6"
"      623560","عثمان إقبال","باكستان","           0","           1","متقاعد","    81990156","خارج الدولة","15JAN24:00:00:00","توجد","           0","           1","           1","           1"
"    93350419","مارك غارسيا","الفلبين","           0","           2","عامل","    91280158","داخل","11DEC24:00:00:00","توجد","           1","           2","           1","           2"
"      100223","بريا شاه","الهند","           0","           3","أمين مخزن","    17963849","داخل الدولة","18MAY25:00:00:00","متوفى","           1","           3","           2","           3"
"     3447708","سعيد نصار","مصر","           3","           3","تاجر","    81739906","خارج الدولة","02APR24:00:00:00","لاتوجد","           2","           6","           4","           6"
"     3594216","فيصل إقبال","باكستان","           8","           7","رجل أعمال","    31240346","داخل","19NOV25:00:00:00","لاتوجد","           7","          15","           8","          15"
"    98253874","الوثبة للتجارة","الإمارات العربية المتحدة","           3","           8","مقاول","    44196840","خارج الدولة","28FEB26:00:00:00","لاتوجد","           7","          11","           4","          11"
"       35759","مارك سانتوس","الفلبين","           0","           2","موظف حكومي","    57195539","خارج","06AUG25:00:00:00","لاتوجد","           1","           2","           1","           2"
"     2612692","براكاش ماغار","نيبال","           1","           0","عامل نظافة","    63575484","خارج","05JAN24:00:00:00","لاتوجد","           1","           1","           0","           1"
"    16768866","موزة النعيمي","الإمارات العربية المتحدة","           6","           3","مقاول","    69316505","خارج","27OCT24:00:00:00","لاتوجد","           3","           9","           6","           9"
"     7576310","سامباث راجاباكسا","سريلانكا","           0","           2","مستشار","    75731541","خارج","14JAN24:00:00:00","توجد","           1","           2","           1","           2"
"    55188523","خوسيه ميندوزا","الفلبين","           2","           1","مدقق حسابات","    45353041","داخل الدولة","10JAN26:00:00:00","توجد","           2","           3","           1","           3"
"    28100694","إبراهيم حسن","فلسطين","           3","           0","رجل أعمال","    26244868","خارج","24FEB24:00:00:00","لاتوجد","           2","           3","           1","           3"
"      709621","علي حبيب","مصر","           2","           1","محلل مالي","    21430874","خارج","19APR24:00:00:00","توجد","           1","           3","           2","           3"
"    73555347","عدنان أحمد","باكستان","           2","           2","عامل توصيل","    94395967","خارج الدولة","16DEC24:00:00:00","لاتوجد","           2","           4","           2","           4"
"    98684771","ريخا سينغ","الهند","           0","           1","كهربائي","    53487644","خارج الدولة","09MAY26:00:00:00","لاتوجد","           1","           1","           0","           1"
"    43446848","سالم كمال","سوريا","           2","           2","مبرمج","    93958249","خارج الدولة","22JUL26:00:00:00","لاتوجد","           3","           4","           1","           4"
"      521256","نذرول شودري","بنغلاديش","           3","           6","محلل مالي","    80168964","خارج الدولة","21JUL25:00:00:00","توجد","           5","           9","           4","           9"
"       70895","علي عبدالرحمن","مصر","           3","           0","موظف بنك","    67292552","خارج الدولة","16FEB25:00:00:00","لاتوجد","           2","           3","           1","           3"
"     9698157","آصف خان","باكستان","           3","           1","بائع","    21177027","خارج","04SEP24:00:00:00","لاتوجد","           1","           4","           3","           4"
"     8833414","عالية الزعابي","الإمارات العربية المتحدة","           2","           6","بحار","    20930603","داخل","18JUL24:00:00:00","لاتوجد","           3","           8","           5","           8"
"    30671934","نذرول ميا","بنغلاديش","           5","           8","معلم","    71690673","داخل","02MAY25:00:00:00","لاتوجد","           5","          13","           8","          13"
"    18251271","محمد رضا","باكستان","           1","           1","محاسب","    94065827","داخل","12JUN25:00:00:00","لاتوجد","           1","           2","           1","           2"
"    13784232","جمعة خليل","مصر","           2","           1","سكرتير","    25340976","خارج","25NOV25:00:00:00","لاتوجد","           2","           3","           1","           3"
"    56004251","راجيش غوبتا","الهند","           0","           2","جندي","    89410044","داخل الدولة","16MAR25:00:00:00","لاتوجد","           0","           2","           2","           2"
"    67968341","أرون شارما","الهند","           1","           1","مدقق حسابات","    13085280","داخل الدولة","02MAR25:00:00:00","توجد","           1","           2","           1","           2"
"    96161508","سلطان حبيب","مصر","           4","           5","حلاق","    73448007","خارج الدولة","18JUL24:00:00:00","لاتوجد","           5","           9","           4","           9"
"       39145","ماجد درويش","فلسطين","           7","           8","مزارع","    64052233","داخل الدولة","15JAN24:00:00:00","لاتوجد","           3","          15","          12","          15"
"    96013153","حسين السويدي","الإمارات العربية المتحدة","           6","           4","مصمم","    80870317","خارج","04MAR25:00:00:00","لاتوجد","           5","          10","           5","          10"
"       13251","سوريش داس","الهند","           1","           0","سائق","    37964368","داخل الدولة","26MAR24:00:00:00","متوفى","           1","           1","           0","           1"
"      849129","عبدالله المهيري","الإمارات العربية المتحدة","           6","           4","مترجم","    84047967","خارج","09MAR26:00:00:00","لاتوجد","           7","          10","           3","          10"
"    41709911","عبدالله النعيمي","الإمارات العربية المتحدة","           2","           3","سباك","    28336432","داخل","31MAR24:00:00:00","لاتوجد","           2","           5","           3","           5"
"      459751","سالم حسن","السعودية","           8","           3","ضابط","    45488919","داخل الدولة","06JUL25:00:00:00","لاتوجد","           4","          11","           7","          11"
"    41740916","شما العلي","الإمارات العربية المتحدة","           8","           9","منسق","    73614558","خارج","04FEB24:00:00:00","توجد","           9","          17","           8","          17"
"    28267713","كيران باتيل","الهند","           4","           5","مهندس معماري","    61056466","خارج","24JAN24:00:00:00","لاتوجد","           3","           9","           6","           9"
"    67776889","خالد العلي","الإمارات العربية المتحدة","           2","           2","محاسب","    17361742","داخل","28JUN26:00:00:00","لاتوجد","           3","           4","           1","           4"
"    10118538","عبيد الرميثي","الإمارات العربية المتحدة","           1","           3","كهربائي","    17384080","داخل","04JAN24:00:00:00","لاتوجد","           2","           4","           2","           4"
"    14294257","سانجاي شاه","الهند","           1","           1","بائع","    33942958","خارج","08MAR24:00:00:00","توجد","           2","           2","           0","           2"
"    98019164","سوريش باتيل","الهند","           0","           1","ممرض","    48441803","خارج الدولة","23JAN25:00:00:00","توجد","           0","           1","           1","           1"
"       44037","خوسيه ميندوزا","الفلبين","           1","           2","خياط","    63270727","خارج الدولة","01JUL24:00:00:00","توجد","           2","           3","           1","           3"
"      544525","سلامة المري","الإمارات العربية المتحدة","           1","           3","أمين مخزن","    75803307","خارج","11NOV24:00:00:00","لاتوجد","           3","           4","           1","           4"
"       81898","رحمن ميا","بنغلاديش","           0","           2","مدقق حسابات","    13344092","خارج","27JAN25:00:00:00","توجد","           1","           2","           1","           2"
"    82953350","أندرو جونسون","الولايات المتحدة","           3","           3","موظف بنك","    84955971","خارج الدولة","24FEB25:00:00:00","لاتوجد","           3","           6","           3","           6"
"     6086939","محمد شيخ","باكستان","           1","           1","معلمة","    92314594","خارج","30JUL24:00:00:00","لاتوجد","           1","           2","           1","           2"
"    91994931","آصف قريشي","باكستان","          12","           7","حداد","    25597143","داخل","13NOV24:00:00:00","لاتوجد","           4","          19","          15","          19"
"      276209","راشد درويش","مصر","           0","           3","صحفي","    14464399","خارج الدولة","30JUN25:00:00:00","لاتوجد","           1","           3","           2","           3"
"    29238905","سالم عوض","سوريا","           1","           2","سائق","    15337939","خارج الدولة","01MAR24:00:00:00","لاتوجد","           1","           3","           2","           3"
"     2185344","نذرول إسلام","بنغلاديش","           3","           1","مدقق حسابات","    65545721","خارج","09OCT25:00:00:00","لاتوجد","           3","           4","           1","           4"
"      345718","ديباك شارما","الهند","           2","           1","أخصائي مختبر","    49673381","داخل","04FEB24:00:00:00","لاتوجد","           2","           3","           1","           3"
"    73996959","نيها مينون","الهند","           8","           0","تاجر","    29086942","داخل الدولة","04MAR25:00:00:00","توجد","           4","           8","           4","           8"
"     5498494","سونيل مينون","الهند","           2","           8","مدقق حسابات","    63029667","خارج","16OCT25:00:00:00","لاتوجد","           6","          10","           4","          10"
"    55665597","كارلو كروز","الفلبين","           1","           1","موظف بنك","    34198494","داخل","04NOV25:00:00:00","لاتوجد","           0","           2","           2","           2"
"    53640910","فاروق الدين","بنغلاديش","           0","           2","طاهي","    94584682","خارج الدولة","01JUN26:00:00:00","لاتوجد","           1","           2","           1","           2"
"     4374166","حسن عوض","العراق","           2","           4","مترجم","    47255575","خارج","02JAN26:00:00:00","لاتوجد","           3","           6","           3","           6"
"    35203587","عثمان تشودري","باكستان","           1","           1","مهندس","    48113474","داخل الدولة","19OCT24:00:00:00","لاتوجد","           1","           2","           1","           2"
"    96143202","أحمد حداد","السودان","           0","           1","مهندس","    57969322","خارج الدولة","10MAR26:00:00:00","لاتوجد","           0","           1","           1","           1"
"       36644","عبيد المري","الإمارات العربية المتحدة","           0","           1","فني أشعة","    21192255","خارج","25APR26:00:00:00","لاتوجد","           0","           1","           1","           1"
"    75757482","جون باوتيستا","الفلبين","           1","           1","أخصائي مختبر","    81536716","خارج الدولة","13FEB25:00:00:00","توجد","           1","           2","           1","           2"
"      624434","فهد منصور","مصر","           0","           2","متقاعد","    91431739","خارج الدولة","07MAY24:00:00:00","توجد","           2","           2","           0","           2"
"    65381138","يوسف نصار","لبنان","           5","           5","حارس أمن","    62152452","داخل","24SEP24:00:00:00","لاتوجد","           4","          10","           6","          10"
"    38813368","رامون راموس","الفلبين","           6","           5","بحار","    56780277","داخل","13NOV25:00:00:00","لاتوجد","           7","          11","           4","          11"
"    96658911","رحمن شودري","بنغلاديش","           8","           3","فني أشعة","    57633340","خارج","04MAY24:00:00:00","لاتوجد","           8","          11","           3","          11"
"       29460","عمر محمود","عمان","           3","           6","مدير مشروع","    90913169","خارج","20JUL26:00:00:00","لاتوجد","           6","           9","           3","           9"
"    58221338","ديبا فيرما","الهند","           4","           1","رجل أعمال","    69793717","خارج الدولة","21AUG24:00:00:00","توجد","           4","           5","           1","           5"
"       59447","فاروق علي","بنغلاديش","           6","           8","مترجم","    99152845","خارج الدولة","03APR26:00:00:00","توجد","           9","          14","           5","          14"
"    45066763","مينا شارما","الهند","           4","           2","أخصائي تسويق","    64148824","داخل الدولة","23SEP25:00:00:00","لاتوجد","           3","           6","           3","           6"
"    54177118","كافيتا راو","الهند","           0","           2","مصمم","    31463820","داخل","02SEP24:00:00:00","لاتوجد","           1","           2","           1","           2"
"    30862026","سلطان المهيري","الإمارات العربية المتحدة","           0","           2","موظف بنك","    48460597","خارج","14MAR26:00:00:00","لاتوجد","           1","           2","           1","           2"
"    83235441","سعيد محمود","مصر","           6","           3","مصمم","    96668809","داخل","11SEP24:00:00:00","لاتوجد","           5","           9","           4","           9"
"    22375311","آصف شيخ","باكستان","           4","           4","مهندس ميكانيكا","    75763641","خارج الدولة","28MAY26:00:00:00","لاتوجد","           4","           8","           4","           8"
"    67306521","شاهين حسين","بنغلاديش","           2","           2","جندي","    65261330","داخل الدولة","18JUN24:00:00:00","لاتوجد","           3","           4","           1","           4"
"      483902","إبراهيم منصور","مصر","           1","           0","مقاول","    19211544","خارج الدولة","04MAY24:00:00:00","لاتوجد","           0","           1","           1","           1"
"      190080","نذرول إسلام","بنغلاديش","           4","           1","مضيف طيران","    74686998","داخل الدولة","05JUL24:00:00:00","لاتوجد","           2","           5","           3","           5"
"       30911","عدنان رضا","باكستان","           3","           0","عامل نظافة","    65412010","خارج الدولة","11JAN24:00:00:00","لاتوجد","           1","           3","           2","           3"
"    85415896","محمد رضا","باكستان","           3","           5","متقاعد","    85969288","داخل الدولة","09OCT24:00:00:00","توجد","           6","           8","           2","           8"
"      586927","نيها آير","الهند","           1","           0","سباك","    12673932","خارج","18DEC24:00:00:00","لاتوجد","           1","           1","           0","           1"
"    43916312","ديباك شريستا","نيبال","           1","           8","أخصائي تسويق","    26786482","داخل","21JUN24:00:00:00","لاتوجد","           3","           9","           6","           9"
"     6534371","راميش باتيل","الهند","           1","           0","سائق أجرة","    54878321","خارج الدولة","13AUG24:00:00:00","توجد","           0","           1","           1","           1"
"     2185357","رامون راموس","الفلبين","           2","           4","موظف حكومي","    83127606","داخل الدولة","15APR24:00:00:00","لاتوجد","           1","           6","           5","           6"
"     2519738","مزارع العين للنقل","الإمارات العربية المتحدة","           6","           6","مقاول","    70185946","خارج الدولة","30NOV24:00:00:00","لاتوجد","           5","          12","           7","          12"
"    33831219","سعيد عوض","لبنان","           3","           0","رجل أعمال","    14892647","داخل الدولة","08DEC25:00:00:00","لاتوجد","           1","           3","           2","           3"
"      302883","الخط الأخضر للباصات","الإمارات العربية المتحدة","           7","           4","مدير مشروع","    49093322","داخل","02MAR25:00:00:00","لاتوجد","           5","          11","           6","          11"
"    92459721","شاهين شودري","بنغلاديش","           2","           1","عامل نظافة","    34045497","داخل","26AUG24:00:00:00","لاتوجد","           2","           3","           1","           3"
"      493165","عمر الظاهري","الإمارات العربية المتحدة","           5","           3","طبيب","    73567531","خارج الدولة","02OCT24:00:00:00","لاتوجد","           5","           8","           3","           8"
"    82724032","عبدالله كمال","الأردن","           6","           7","مضيف طيران","    30342978","خارج","05JAN25:00:00:00","لاتوجد","           6","          13","           7","          13"
"    82505133","سانجاي سينغ","الهند","           1","           0","سائق","    50585206","خارج","25JAN25:00:00:00","لاتوجد","           0","           1","           1","           1"
"      262765","جهانغير شودري","بنغلاديش","           5","           7","عامل توصيل","    94411342","خارج","17JAN24:00:00:00","توجد","           6","          12","           6","          12"
"      572410","مانوج كومار","الهند","           1","           0","حارس أمن","    82757217","داخل","03AUG25:00:00:00","توجد","           0","           1","           1","           1"
"       32050","أنيل ناير","الهند","           7","           6","مهندس ميكانيكا","    74894583","داخل","17JAN25:00:00:00","لاتوجد","           8","          13","           5","          13"
"     6055433","أحمد السويدي","الإمارات العربية المتحدة","           2","          10","تاجر","    46838494","داخل","15JAN26:00:00:00","توجد","           8","          12","           4","          12"
"    56799126","آصف بت","باكستان","           7","           4","مذيع","    43229536","داخل الدولة","14JAN26:00:00:00","لاتوجد","           7","          11","           4","          11"
"    29349584","ناصر صالح","اليمن","           4","           1","مهندس كهرباء","    54074391","داخل الدولة","21MAY26:00:00:00","توجد","           3","           5","           2","           5"
"    45928034","علي الغافري","الإمارات العربية المتحدة","           0","           1","أمين مخزن","    84477864","داخل","04FEB24:00:00:00","توجد","           0","           1","           1","           1"
"       88922","رافي سينغ","الهند","           0","           1","عامل","    33976312","داخل","17JUN26:00:00:00","لاتوجد","           1","           1","           0","           1"
"    36290836","جمعة المنصوري","الإمارات العربية المتحدة","           1","           1","صيدلي","    59413311","داخل الدولة","06DEC25:00:00:00","لاتوجد","           0","           2","           2","           2"
"    77236134","الخط الأخضر للباصات","الإمارات العربية المتحدة","           3","           3","مدير مشروع","    63425706","داخل","11OCT25:00:00:00","توجد","           2","           6","           4","           6"
"       37410","بهادر ماغار","نيبال","           0","           1","حارس أمن","    47301040","خارج","09MAY25:00:00:00","لاتوجد","           0","           1","           1","           1"
"    34267995","الخليج لتأجير السيارات","الإمارات العربية المتحدة","           0","           7","مدير مشروع","    53263055","داخل","15AUG24:00:00:00","لاتوجد","           4","           7","           3","           7"
"    37641652","علي نصار","مصر","           1","           2","سائق","    10159055","خارج","10SEP25:00:00:00","توجد","           2","           3","           1","           3"
"    79178617","نذرول الدين","بنغلاديش","           3","           1","مهندس","    77113850","خارج","01JUL24:00:00:00","توجد","           2","           4","           2","           4"
"     4261091","جمعة محمود","اليمن","           2","           4","مصمم","    69830929","داخل الدولة","21JAN26:00:00:00","توجد","           2","           6","           4","           6"
"     9993740","كمال شودري","بنغلاديش","           1","           0","محامي","    71173027","داخل الدولة","29FEB24:00:00:00","لاتوجد","           0","           1","           1","           1"
"       83956","رافي غوبتا","الهند","           1","           0","محاسب","    34061161","خارج","07MAR24:00:00:00","لاتوجد","           1","           1","           0","           1"
"    23801467","براكاش شريستا","نيبال","           0","           2","موظف حكومي","    42759016","داخل الدولة","16JUN24:00:00:00","توجد","           1","           2","           1","           2"
"     8092871","عمر الفلاسي","الإمارات العربية المتحدة","           4","           3","بحار","    21586826","داخل","17MAR24:00:00:00","توجد","           3","           7","           4","           7"
"      155866","عمران إقبال","باكستان","           7","           5","ممرض","    65028617","خارج","29JUL24:00:00:00","توجد","           8","          12","           4","          12"
"    92832566","شاهين إسلام","بنغلاديش","           1","           1","سائق","    30842481","خارج","11AUG24:00:00:00","لاتوجد","           1","           2","           1","           2"
"    93719924","زايد البلوشي","الإمارات العربية المتحدة","           2","           1","محامي","    44552191","خارج الدولة","20JUL26:00:00:00","توجد","           2","           3","           1","           3"
"      483466","مؤسسة دبي للتاكسي","الإمارات العربية المتحدة","           5","           4","مقاول","    64027257","داخل","01JUN24:00:00:00","لاتوجد","           6","           9","           3","           9"
"       53608","سونيل فرناندو","سريلانكا","           5","           3","مستشار","    21989275","خارج","10FEB25:00:00:00","لاتوجد","           4","           8","           4","           8"
"    11759021","أرون آير","الهند","           3","           7","رجل أعمال","    25000338","داخل","07MAR24:00:00:00","لاتوجد","           3","          10","           7","          10"
"    64545945","أندرو تايلور","الولايات المتحدة","           9","          10","محلل مالي","    71208381","خارج الدولة","26OCT25:00:00:00","لاتوجد","           5","          19","          14","          19"
"    71154504","آصف أحمد","باكستان","           1","           1","مدير","    35921147","داخل الدولة","05AUG24:00:00:00","لاتوجد","           1","           2","           1","           2"
"       28222","فهد فهمي","العراق","           1","           4","صيدلي","    24452609","داخل الدولة","06JUL25:00:00:00","توجد","           4","           5","           1","           5"
"    93142872","ناصر عوض","مصر","           6","          12","مهندس معماري","    37937157","خارج","16MAY26:00:00:00","لاتوجد","           5","          18","          13","          18"
"    65782009","آمنة كمال","السعودية","           1","           4","مدير","    77957937","خارج الدولة","21MAR26:00:00:00","لاتوجد","           3","           5","           2","           5"
"    20385760","نذرول علي","بنغلاديش","           1","           6","طبيب","    81782616","داخل الدولة","01APR26:00:00:00","لاتوجد","           4","           7","           3","           7"
"     4994795","سلطان المهيري","الإمارات العربية المتحدة","           1","           2","مندوب مبيعات","    34717097","داخل الدولة","20JAN26:00:00:00","توجد","           1","           3","           2","           3"
"    51039317","شاهين شودري","بنغلاديش","           5","           4","حارس أمن","    42788022","خارج","13JAN25:00:00:00","توجد","           5","           9","           4","           9"
"      623537","إبراهيم المهيري","الإمارات العربية المتحدة","           0","           1","مذيع","    17423185","خارج","22DEC24:00:00:00","لاتوجد","           1","           1","           0","           1"
"     9829579","براكاش داس","الهند","           2","           0","مصمم","    29065159","خارج الدولة","14NOV24:00:00:00","متوفى","           1","           2","           1","           2"
"      769037","حسين النعيمي","الإمارات العربية المتحدة","           4","          10","منسق","    24070734","داخل الدولة","27APR26:00:00:00","لاتوجد","           3","          14","          11","          14"
"    98905449","هند عبدالرحمن","اليمن","           0","           2","ربة منزل","    14808546","خارج الدولة","09MAR25:00:00:00","لاتوجد","           1","           2","           1","           2"
"      928232","إبراهيم العلي","الإمارات العربية المتحدة","           0","           1","رجل أعمال","    35058521","داخل","27MAR25:00:00:00","لاتوجد","           1","           1","           0","           1"
"    89455035","الوثبة للتجارة","الإمارات العربية المتحدة","           0","           8","مقاول","    82702487","خارج الدولة","01APR24:00:00:00","لاتوجد","           5","           8","           3","           8"
"     6805735","آصف قريشي","باكستان","           0","           2","مضيف طيران","    11518802","خارج","26SEP25:00:00:00","لاتوجد","           1","           2","           1","           2"
"    68357184","حمدان علي","اليمن","           4","           5","مقاول","    64151092","داخل الدولة","28JUN26:00:00:00","لاتوجد","           6","           9","           3","           9"
"      892437","براكاش شاه","الهند","           5","           8","حداد","    27133956","خارج","25APR24:00:00:00","لاتوجد","          10","          13","           3","          13"
"    65321928","محمود الكتبي","الإمارات العربية المتحدة","           8","           3","مهندس كهرباء","    34890085","خارج","09JUN24:00:00:00","توجد","           8","          11","           3","          11"
"     8208915","عمر السويدي","الإمارات العربية المتحدة","           6","           2","صيدلي","    30485530","داخل الدولة","18JUN25:00:00:00","لاتوجد","           6","           8","           2","           8"
"    37700347","سومان ليمبو","نيبال","           1","           1","مهندس كهرباء","    43506732","خارج الدولة","26FEB24:00:00:00","توجد","           1","           2","           1","           2"
"       40907","فيجاي فيرما","الهند","           1","           4","أخصائي مختبر","    43786637","خارج","09DEC25:00:00:00","توجد","           3","           5","           2","           5"
"      507166","محمود حداد","فلسطين","           1","           1","محاسب","    32599568","خارج","15NOV24:00:00:00","توجد","           1","           2","           1","           2"
"    87810906","براكاش شاه","الهند","           2","           0","موظف بنك","    83236450","خارج الدولة","03MAR25:00:00:00","توجد","           1","           2","           1","           2"
"    75843734","يوسف كمال","الأردن","           6","           3","مبرمج","    48738540","داخل الدولة","08APR26:00:00:00","لاتوجد","           4","           9","           5","           9"
"      807920","فيصل رضا","باكستان","           1","           0","وسيط عقاري","    82028100","داخل","25JUL26:00:00:00","توجد","           1","           1","           0","           1"
"     1151114","خالد الحمادي","الإمارات العربية المتحدة","           6","           5","سائق أجرة","    30958301","داخل","10JAN24:00:00:00","لاتوجد","           5","          11","           6","          11"
"     2291429","سعيد المنصوري","الإمارات العربية المتحدة","           1","           1","فني أشعة","    63502972","خارج","04JUL26:00:00:00","لاتوجد","           2","           2","           0","           2"
"       85121","ريم منصور","مصر","           2","           4","حلاق","    64110851","خارج الدولة","25JAN24:00:00:00","لاتوجد","           4","           6","           2","           6"
"     9093422","رام ماغار","نيبال","           5","           6","أمين مخزن","    99903770","داخل الدولة","27JUN24:00:00:00","لاتوجد","           7","          11","           4","          11"
"    76930760","توماس ديفيس","الولايات المتحدة","           1","           0","مدقق حسابات","    85768956","داخل","29JUN24:00:00:00","لاتوجد","           0","           1","           1","           1"
"    80906176","كريم علي","بنغلاديش","           3","           4","بحار","    17388842","خارج الدولة","25JUN24:00:00:00","لاتوجد","           3","           7","           4","           7"
"      430448","مواصلات الإمارات","الإمارات العربية المتحدة","          10","          16","مقاول","    25257349","داخل","11JUL26:00:00:00","توجد","          17","          26","           9","          26"
"       23993","ريم الفلاسي","الإمارات العربية المتحدة","           0","           2","معلم","    86056601","خارج","12JAN24:00:00:00","لاتوجد","           1","           2","           1","           2"
"      775285","يوسف السويدي","الإمارات العربية المتحدة","           7","           2","أخصائي تسويق","    47374915","خارج الدولة","10JUL26:00:00:00","توجد","           6","           9","           3","           9"
"     5652979","عمران مالك","باكستان","           5","           0","بائع","    76942810","داخل الدولة","20JUL26:00:00:00","لاتوجد","           2","           5","           3","           5"
"      437821","آشا فيرما","الهند","           2","           3","صياد","    87889471","داخل","07FEB26:00:00:00","لاتوجد","           2","           5","           3","           5"
"      119839","وضحة علي","فلسطين","           5","           2","مترجم","    53771394","خارج","18MAR24:00:00:00","لاتوجد","           2","           7","           5","           7"
"       94201","محمد تشودري","باكستان","           2","           0","مستشار","    56408094","داخل","14MAY26:00:00:00","لاتوجد","           1","           2","           1","           2"
"    13350738","آصف قريشي","باكستان","          11","           8","موظف حكومي","    42796878","خارج","03DEC25:00:00:00","لاتوجد","           7","          19","          12","          19"
"    26525293","مؤسسة دبي للتاكسي","الإمارات العربية المتحدة","           6","           8","مقاول","    13427811","خارج","26OCT25:00:00:00","لاتوجد","           4","          14","          10","          14"
"    31426497","راشد زكي","السودان","          12","           3","مدير مشروع","    73573784","خارج","23MAR24:00:00:00","توجد","           7","          15","           8","          15"
"    48539335","جمعة محمود","لبنان","           4","           5","معلم","    79157513","خارج","12FEB25:00:00:00","توجد","           2","           9","           7","           9"
"       54606","كيران راو","الهند","           2","           2","مشرف","    68535370","داخل","21FEB24:00:00:00","لاتوجد","           2","           4","           2","           4"
"      483166","حمدان المري","الإمارات العربية المتحدة","           1","           4","مدير","    67281223","داخل","31MAY26:00:00:00","لاتوجد","           2","           5","           3","           5"
"      211935","كاسون جاياواردينا","سريلانكا","           0","           1","مهندس ميكانيكا","    85908187","داخل","29APR26:00:00:00","توجد","           0","           1","           1","           1"
"     8887156","منصور السويدي","الإمارات العربية المتحدة","           1","           1","مدير مشروع","    97379573","داخل الدولة","24AUG25:00:00:00","لاتوجد","           1","           2","           1","           2"
"      362157","منصور المنصوري","الإمارات العربية المتحدة","           2","           1","معلم","    20232513","داخل الدولة","11SEP25:00:00:00","لاتوجد","           1","           3","           2","           3"
"     4674479","حسن المزروعي","الإمارات العربية المتحدة","           6","           8","سائق شاحنة","    44967429","داخل الدولة","10AUG25:00:00:00","لاتوجد","           7","          14","           7","          14"
"    27320404","فاروق حسين","بنغلاديش","           5","           8","مزارع","    63495511","خارج الدولة","19JAN25:00:00:00","توجد","           4","          13","           9","          13"
"      888543","عبدال شودري","بنغلاديش","           9","           3","مدير مشروع","    75984552","خارج","26JUN24:00:00:00","لاتوجد","           4","          12","           8","          12"
"    55168089","بوجا شارما","الهند","           1","           1","طبيب","    13983125","داخل","09MAR24:00:00:00","لاتوجد","           1","           2","           1","           2"
"    61177074","سالم البلوشي","الإمارات العربية المتحدة","           3","           0","صياد","    11420361","داخل الدولة","17JAN24:00:00:00","لاتوجد","           1","           3","           2","           3"
"    19212545","رافي آير","الهند","           2","           1","بحار","    47765075","خارج","02JUL25:00:00:00","توجد","           1","           3","           2","           3"
"    28070544","ريخا ريدي","الهند","           5","          11","ربة منزل","    72590535","خارج","31MAY25:00:00:00","لاتوجد","           4","          16","          12","          16"
"      871082","يوسف منصور","لبنان","           1","           2","مقاول","    79005967","خارج الدولة","27JUL25:00:00:00","لاتوجد","           2","           3","           1","           3"
"    71884764","الصقر للمعدات الثقيلة","الإمارات العربية المتحدة","           7","           5","رجل أعمال","    44429353","داخل","30MAY26:00:00:00","لاتوجد","           8","          12","           4","          12"
"      458419","النابودة للنقل","الإمارات العربية المتحدة","           5","           1","مدير مشروع","    86551822","داخل","16JAN26:00:00:00","توجد","           4","           6","           2","           6"
"    59926604","جون ميندوزا","الفلبين","           1","           1","طبيب أسنان","    48600553","خارج","22MAY25:00:00:00","توجد","           1","           2","           1","           2"
"     4852846","مايكل رييس","الفلبين","           0","           1","مستشار","    47969894","داخل","20JUN24:00:00:00","لاتوجد","           1","           1","           0","           1"
"    78325908","آمنة منصور","مصر","           3","           3","مشرف","    83830304","خارج الدولة","01JUL25:00:00:00","لاتوجد","           3","           6","           3","           6"
"    86506383","ري أكينو","الفلبين","           3","           0","طاهي","    62520089","داخل الدولة","08OCT25:00:00:00","لاتوجد","           1","           3","           2","           3"
"    75656340","أنيتا بيلاي","الهند","           0","           1","أخصائي مختبر","    31401295","داخل الدولة","11MAY25:00:00:00","توجد","           1","           1","           0","           1"
"      644583","عبدالله درويش","اليمن","           0","           1","وسيط عقاري","    53194921","خارج الدولة","07JUN25:00:00:00","لاتوجد","           0","           1","           1","           1"
"    40117862","عدنان خان","باكستان","          10","           8","عامل","    41061716","داخل","23APR25:00:00:00","لاتوجد","           9","          18","           9","          18"
"    90207793","ديباك فيرما","الهند","           1","           0","حداد","    22558090","خارج","26MAR24:00:00:00","لاتوجد","           1","           1","           0","           1"
"     5011580","زايد زكي","العراق","           3","           5","صيدلي","    43005550","خارج الدولة","09DEC24:00:00:00","لاتوجد","           4","           8","           4","           8"
"    72930122","محمد صالح","مصر","           2","           1","فني","    68893404","داخل الدولة","26AUG25:00:00:00","لاتوجد","           2","           3","           1","           3"
"    47166935","عمران بت","باكستان","          12","           4","فني أشعة","    75587135","داخل","26FEB24:00:00:00","لاتوجد","          11","          16","           5","          16"
