"case_date","category","danger category description","driver name","driver name A","crime ADSC","Traffic No","وجود البلاغات الجنائية"
"2019-07-14 04:04:15","غير مقلقة","dangerous","Hind Al Ali","هند العلي","خيانة الأمانة","    60864423","بلاغ جنائي"
"","","low","Emirates Transport","مواصلات الإمارات","","     5026882","بدون البلاغات الجنائية"
"","","dangerous","Mark Cruz","مارك كروز","","      638497","بدون البلاغات الجنائية"
"","","low","Faruk Ali","فاروق علي","","     9209570","بدون البلاغات الجنائية"
"","","dangerous","City Taxi LLC","سيتي تاكسي ذ.م.م","","    32796582","بدون البلاغات الجنائية"
"","","dangerous","Rahman Miah","رحمن ميا","","     6041607","بدون البلاغات الجنائية"
"","","low","Kavita Shah","كافيتا شاه","","    52555409","بدون البلاغات الجنائية"
"","","low","Prakash Magar","براكاش ماغار","","     6372912","بدون البلاغات الجنائية"
"","","dangerous","Abdullah Abdelrahman","عبدالله عبدالرحمن","","      237527","بدون البلاغات الجنائية"
"","","low","Sara Al Rumaithi","سارة الرميثي","","      745269","بدون البلاغات الجنائية"
"","","dangerous","Usman Khan","عثمان خان","","      206757","بدون البلاغات الجنائية"
"","","low","Omar Al Kaabi","عمر الكعبي","","    99495468","بدون البلاغات الجنائية"
"","","low","Angelo Reyes","أنجيلو رييس","","     7907200","بدون البلاغات الجنائية"
"","","highly dangerous","Sara Nassar","سارة نصار","","    91004194","بدون البلاغات الجنائية"
"","","medium","Alia Habib","عالية حبيب","","    80558807","بدون البلاغات الجنائية"
"","","dangerous","Manoj Reddy","مانوج ريدي","","     4322129","بدون البلاغات الجنائية"
"","","low","Deepa Nair","ديبا ناير","","      744834","بدون البلاغات الجنائية"
"","","dangerous","Omar Haddad","عمر حداد","","    15102685","بدون البلاغات الجنائية"
"2020-02-28 01:21:27","مقلقة","highly dangerous","Hassan Al Marri","حسن المري","عرقلة سير العدالة","    76909748","بلاغ جنائي"
"","","dangerous","Amna Saleh","آمنة صالح","","    50246161","بدون البلاغات الجنائية"
"2024-10-21 01:28:24","مقلقة","dangerous","Rekha Pillai","ريخا بيلاي","التزوير في محرر رسمي","    71553730","بلاغ جنائي"
"2023-05-11 07:45:37","مقلقة","dangerous","Hassan Hassan","حسن حسن","حيازة سلاح ناري غير مرخص","    83207363","بلاغ جنائي"
"2023-08-06 22:47:55","غير مقلقة","dangerous","Hassan Hassan","حسن حسن","القيادة عكس اتجاه السير","    83207363","بلاغ جنائي"
"2020-11-09 02:55:21","مقلقة","highly dangerous","Waseem Butt","وسيم بت","انتحال صفة","    86513785","بلاغ جنائي"
"2025-12-05 04:15:56","مقلقة","highly dangerous","Waseem Butt","وسيم بت","القيادة أثناء سحب الرخصة","    86513785","بلاغ جنائي"
"2022-05-08 02:30:49","غير مقلقة","medium","Faruk Islam","فاروق إسلام","خيانة الأمانة","    70744111","بلاغ جنائي"
"2019-08-01 08:15:20","غير مقلقة","medium","Faruk Islam","فاروق إسلام","التهديد","    70744111","بلاغ جنائي"
"2022-03-16 06:02:46","غير مقلقة","medium","Faruk Islam","فاروق إسلام","الامتناع عن دفع الغرامات المستحقة","    70744111","بلاغ جنائي"
"","","low","Moza Awad","موزة عوض","","      547810","بدون البلاغات الجنائية"
"","","dangerous","Arun Verma","أرون فيرما","","    67168472","بدون البلاغات الجنائية"
"","","low","Sanjay Rao","سانجاي راو","","      519999","بدون البلاغات الجنائية"
"","","medium","Faruk Hossain","فاروق حسين","","       22749","بدون البلاغات الجنائية"
"","","dangerous","Nasser Abdelrahman","ناصر عبدالرحمن","","      251810","بدون البلاغات الجنائية"
"2026-07-24 07:53:13","مقلقة","dangerous","Hassan Fahmy","حسن فهمي","حيازة ممنوعات","     1375616","بلاغ جنائي"
"","","medium","Faisal Qureshi","فيصل قريشي","","    18175018","بدون البلاغات الجنائية"
"","","medium","Majid Ibrahim","ماجد إبراهيم","","       52937","بدون البلاغات الجنائية"
"","","medium","Obaid Al Rumaithi","عبيد الرميثي","","    24081623","بدون البلاغات الجنائية"
"","","dangerous","Ali Al Nuaimi","علي النعيمي","","     2231717","بدون البلاغات الجنائية"
"","","medium","Ramesh Pillai","راميش بيلاي","","    66363166","بدون البلاغات الجنائية"
"","","medium","Hassan Al Suwaidi","حسن السويدي","","    96580779","بدون البلاغات الجنائية"
"","","medium","Majid Al Suwaidi","ماجد السويدي","","    77519137","بدون البلاغات الجنائية"
"","","low","Nazrul Uddin","نذرول الدين","","    52086340","بدون البلاغات الجنائية"
"","","low","Arun Rao","أرون راو","","    23256210","بدون البلاغات الجنائية"
"","","low","Ravi Sharma","رافي شارما","","    54738603","بدون البلاغات الجنائية"
"","","dangerous","Juma Nassar","جمعة نصار","","       94016","بدون البلاغات الجنائية"
"2023-09-04 23:15:30","غير مقلقة","low","Suresh Das","سوريش داس","التهديد","     5289003","بلاغ جنائي"
"2021-01-19 07:15:53","مقلقة","low","Suresh Das","سوريش داس","التسبب في حادث جسيم","     5289003","بلاغ جنائي"
"2021-07-15 11:43:16","غير مقلقة","low","Suresh Das","سوريش داس","إتلاف ممتلكات عامة","     5289003","بلاغ جنائي"
"2025-06-17 02:02:32","غير مقلقة","low","Reem Awad","ريم عوض","إتلاف ممتلكات عامة","    22763607","بلاغ جنائي"
"2024-11-30 06:26:43","غير مقلقة","low","Reem Awad","ريم عوض","إتلاف ممتلكات عامة","    22763607","بلاغ جنائي"
"2021-12-03 20:21:11","غير مقلقة","low","Reem Awad","ريم عوض","خيانة الأمانة","    22763607","بلاغ جنائي"
"","","low","Kasun Rajapaksa","كاسون راجاباكسا","","    71829176","بدون البلاغات الجنائية"
"2020-06-11 04:28:27","غير مقلقة","dangerous","Zeeshan Qureshi","زيشان قريشي","الامتناع عن دفع الغرامات المستحقة","     3310106","بلاغ جنائي"
"","","low","Asha Kumar","آشا كومار","","     1577478","بدون البلاغات الجنائية"
"","","dangerous","Fahad Ali","فهد علي","","    45301225","بدون البلاغات الجنائية"
"","","dangerous","Salma Nassar","سلمى نصار","","    75431980","بدون البلاغات الجنائية"
"2025-10-17 01:58:29","مقلقة","highly dangerous","Mohan Singh","موهان سينغ","الدخول للبلاد بطريقة غير مشروعة","      905834","بلاغ جنائي"
"2025-07-30 19:15:35","مقلقة","highly dangerous","Mohan Singh","موهان سينغ","تعاطي مواد مخدرة","      905834","بلاغ جنائي"
"","","low","Majid Al Kaabi","ماجد الكعبي","","     3995603","بدون البلاغات الجنائية"
"2019-06-22 04:49:04","مقلقة","highly dangerous","Al Futtaim Logistics","الفطيم للخدمات اللوجستية","القيادة بسرعة جنونية","      705920","بلاغ جنائي"
"2020-12-31 22:32:29","مقلقة","highly dangerous","Al Futtaim Logistics","الفطيم للخدمات اللوجستية","الاعتداء على موظف عام أثناء تأدية عمله","      705920","بلاغ جنائي"
"2021-07-18 14:14:46","مقلقة","highly dangerous","Al Futtaim Logistics","الفطيم للخدمات اللوجستية","حيازة سلاح ناري غير مرخص","      705920","بلاغ جنائي"
"2019-06-15 21:38:00","غير مقلقة","dangerous","Thomas Wilson","توماس ويلسون","التلاعب في عداد المسافات","      741767","بلاغ جنائي"
"2024-04-10 09:40:17","غير مقلقة","dangerous","Thomas Wilson","توماس ويلسون","إصدار شيك بدون رصيد","      741767","بلاغ جنائي"
"2024-01-05 09:39:37","مقلقة","dangerous","Maryam Fahmy","مريم فهمي","مقاومة رجال السلطة","       69488","بلاغ جنائي"
"2020-02-20 06:02:26","غير مقلقة","dangerous","Maryam Fahmy","مريم فهمي","القيادة بدون تأمين ساري","       69488","بلاغ جنائي"
"","","dangerous","Majid Al Muhairi","ماجد المهيري","","    22833278","بدون البلاغات الجنائية"
"","","low","Rahman Uddin","رحمن الدين","","    22336579","بدون البلاغات الجنائية"
"","","medium","Ahmed Al Shamsi","أحمد الشامسي","","     5939018","بدون البلاغات الجنائية"
"","","dangerous","Huda Al Marri","هدى المري","","       33725","بدون البلاغات الجنائية"
"2025-01-02 12:23:23","غير مقلقة","dangerous","Kamal Hossain","كمال حسين","تجاوز الإشارة الحمراء بشكل متكرر","    57807907","بلاغ جنائي"
"2024-03-10 20:53:50","غير مقلقة","dangerous","Kamal Hossain","كمال حسين","مخالفة الأنظمة الجمركية","    57807907","بلاغ جنائي"
"2021-06-02 16:12:17","مقلقة","dangerous","Kamal Hossain","كمال حسين","انتحال صفة","    57807907","بلاغ جنائي"
"2022-07-31 21:34:11","مقلقة","highly dangerous","Jahangir Chowdhury","جهانغير شودري","حيازة ممنوعات","      312661","بلاغ جنائي"
"","","low","Khalid Al Qubaisi","خالد القبيسي","","    85757604","بدون البلاغات الجنائية"
"2020-08-28 03:24:43","مقلقة","highly dangerous","Layla Al Rumaithi","ليلى الرميثي","عرقلة سير العدالة","     9964358","بلاغ جنائي"
"","","medium","Jahangir Hossain","جهانغير حسين","","    95736928","بدون البلاغات الجنائية"
"","","medium","Mohammed Habib","محمد حبيب","","    42332057","بدون البلاغات الجنائية"
"","","dangerous","Ahmed Fahmy","أحمد فهمي","","       93169","بدون البلاغات الجنائية"
"2023-07-20 21:32:11","مقلقة","medium","Sunil Iyer","سونيل آير","القيادة بتهور","    21482618","بلاغ جنائي"
"","","low","Fahad Zaki","فهد زكي","","     5531777","بدون البلاغات الجنائية"
"2020-10-02 00:20:47","مقلقة","highly dangerous","Kiran Reddy","كيران ريدي","تعاطي مواد مخدرة","    54322249","بلاغ جنائي"
"2019-01-01 14:37:26","مقلقة","highly dangerous","Kiran Reddy","كيران ريدي","التزوير في محرر رسمي","    54322249","بلاغ جنائي"
"2026-03-26 07:52:19","مقلقة","highly dangerous","Kiran Reddy","كيران ريدي","التفحيط وتعريض الأرواح للخطر","    54322249","بلاغ جنائي"
"2022-08-17 22:29:56","مقلقة","highly dangerous","Kiran Gupta","كيران غوبتا","القيادة بسرعة جنونية","    81817330","بلاغ جنائي"
"","","low","Mark Garcia","مارك غارسيا","","       63012","بدون البلاغات الجنائية"
"","","low","Kamran Butt","كامران بت","","    52050169","بدون البلاغات الجنائية"
"","","low","Bilal Malik","بلال مالك","","    65309303","بدون البلاغات الجنائية"
"","","medium","Union Trading LLC","الاتحاد للتجارة ذ.م.م","","    58799541","بدون البلاغات الجنائية"
"2022-03-22 03:57:59","مقلقة","highly dangerous","Muhammad Malik","محمد مالك","حيازة ممنوعات","    33618298","بلاغ جنائي"
"","","low","Amit Das","أميت داس","","    85074078","بدون البلاغات الجنائية"
"2025-05-17 19:37:24","غير مقلقة","medium","Bahadur Rai","بهادر راي","إلحاق الضرر العمدي بالممتلكات","     1181167","بلاغ جنائي"
"2020-12-16 07:02:23","غير مقلقة","medium","Bahadur Rai","بهادر راي","إصدار شيك بدون رصيد","     1181167","بلاغ جنائي"
"","","medium","Juma Al Ali","جمعة العلي","","    10349161","بدون البلاغات الجنائية"
"","","medium","Jahangir Chowdhury","جهانغير شودري","","       20690","بدون البلاغات الجنائية"
"","","dangerous","Asif Sheikh","آصف شيخ","","    62001428","بدون البلاغات الجنائية"
"2020-02-06 04:06:03","مقلقة","dangerous","Mansoor Ibrahim","منصور إبراهيم","القيادة بسرعة جنونية","    17447735","بلاغ جنائي"
"2020-09-19 19:33:44","غير مقلقة","dangerous","Mansoor Ibrahim","منصور إبراهيم","القيادة عكس اتجاه السير","    17447735","بلاغ جنائي"
"2020-10-25 21:58:59","مقلقة","dangerous","Mansoor Ibrahim","منصور إبراهيم","التزوير في اللوحات","    17447735","بلاغ جنائي"
"2024-12-27 00:31:02","مقلقة","dangerous","Mansoor Ibrahim","منصور إبراهيم","التسبب في حادث جسيم","    17447735","بلاغ جنائي"
"2021-12-08 01:53:06","غير مقلقة","dangerous","Mansoor Ibrahim","منصور إبراهيم","التعدي على الأملاك الخاصة","    17447735","بلاغ جنائي"
"2019-03-25 08:14:10","مقلقة","dangerous","Mansoor Ibrahim","منصور إبراهيم","القيادة أثناء سحب الرخصة","    17447735","بلاغ جنائي"
"","","low","Suman Tamang","سومان تامانغ","","    55608032","بدون البلاغات الجنائية"
"2024-04-27 17:07:48","مقلقة","highly dangerous","Youssef Al Mansoori","يوسف المنصوري","انتحال صفة","    23231439","بلاغ جنائي"
"2019-12-15 21:56:23","مقلقة","highly dangerous","Youssef Al Mansoori","يوسف المنصوري","الشروع في السرقة","    23231439","بلاغ جنائي"
"2023-08-04 11:25:54","مقلقة","highly dangerous","Youssef Al Mansoori","يوسف المنصوري","انتحال صفة","    23231439","بلاغ جنائي"
"2022-08-16 00:55:07","مقلقة","highly dangerous","Youssef Al Mansoori","يوسف المنصوري","حيازة ممنوعات","    23231439","بلاغ جنائي"
"2021-01-13 17:17:28","مقلقة","dangerous","Khalid Awad","خالد عوض","الاعتداء بالضرب المفضي إلى إصابة","    56410950","بلاغ جنائي"
"2020-07-19 19:20:46","مقلقة","dangerous","Khalid Awad","خالد عوض","القيادة تحت تأثير الكحول","    56410950","بلاغ جنائي"
"2021-12-09 01:57:28","مقلقة","dangerous","Khalid Awad","خالد عوض","الشروع في السرقة","    56410950","بلاغ جنائي"
"2024-01-29 04:28:31","غير مقلقة","dangerous","Khalid Awad","خالد عوض","نقل ركاب بدون تصريح","    56410950","بلاغ جنائي"
"2022-08-08 15:03:52","غير مقلقة","dangerous","Khalid Awad","خالد عوض","التهديد","    56410950","بلاغ جنائي"
"","","dangerous","National Cement Company","شركة الأسمنت الوطنية","","    14737096","بدون البلاغات الجنائية"
"","","medium","Suresh Rao","سوريش راو","","      675409","بدون البلاغات الجنائية"
"","","low","Deepak Kumar","ديباك كومار","","     8242075","بدون البلاغات الجنائية"
"","","dangerous","Ibrahim Al Rumaithi","إبراهيم الرميثي","","      919871","بدون البلاغات الجنائية"
"","","low","Salem Fahmy","سالم فهمي","","      922509","بدون البلاغات الجنائية"
"2019-05-19 06:31:26","مقلقة","dangerous","Anita Patel","أنيتا باتيل","الابتزاز الإلكتروني","    41473404","بلاغ جنائي"
"2021-06-09 05:21:07","غير مقلقة","dangerous","Anita Patel","أنيتا باتيل","تجاوز الإشارة الحمراء بشكل متكرر","    41473404","بلاغ جنائي"
"2022-11-17 22:39:16","غير مقلقة","dangerous","Anita Patel","أنيتا باتيل","الامتناع عن دفع الغرامات المستحقة","    41473404","بلاغ جنائي"
"2019-06-11 03:04:22","مقلقة","dangerous","Anita Patel","أنيتا باتيل","السرقة","    41473404","بلاغ جنائي"
"2021-07-30 02:50:25","مقلقة","dangerous","Anita Patel","أنيتا باتيل","التحرش","    41473404","بلاغ جنائي"
"2026-02-13 21:47:18","مقلقة","dangerous","Anita Patel","أنيتا باتيل","القيادة بتهور","    41473404","بلاغ جنائي"
"","","low","Faruk Rahman","فاروق رحمن","","      724217","بدون البلاغات الجنائية"
"2023-07-03 00:27:16","مقلقة","highly dangerous","Khalid Nassar","خالد نصار","التستر على مطلوب للعدالة","      282057","بلاغ جنائي"
"2025-07-01 11:04:40","مقلقة","highly dangerous","Khalid Nassar","خالد نصار","القيادة بتهور","      282057","بلاغ جنائي"
"2024-08-03 09:32:26","غير مقلقة","highly dangerous","Khalid Nassar","خالد نصار","القيادة بدون تأمين ساري","      282057","بلاغ جنائي"
"2019-12-22 00:49:48","مقلقة","highly dangerous","Khalid Nassar","خالد نصار","حيازة مواد مخدرة","      282057","بلاغ جنائي"
"2024-10-24 20:48:50","مقلقة","highly dangerous","Khalid Nassar","خالد نصار","الاعتداء بالضرب المفضي إلى إصابة","      282057","بلاغ جنائي"
"","","low","Jose Mendoza","خوسيه ميندوزا","","       40544","بدون البلاغات الجنائية"
"","","medium","Hessa Habib","حصة حبيب","","    71894375","بدون البلاغات الجنائية"
"","","medium","Saeed Al Mansoori","سعيد المنصوري","","      866555","بدون البلاغات الجنائية"
"2021-06-17 19:47:16","مقلقة","highly dangerous","Kamal Chowdhury","كمال شودري","مقاومة رجال السلطة","    99655823","بلاغ جنائي"
"2020-02-29 10:10:34","مقلقة","highly dangerous","Kamal Chowdhury","كمال شودري","القيادة بسرعة جنونية","    99655823","بلاغ جنائي"
"","","low","Amna Ibrahim","آمنة إبراهيم","","      354278","بدون البلاغات الجنائية"
"","","dangerous","Gulf Rent A Car","الخليج لتأجير السيارات","","    52499059","بدون البلاغات الجنائية"
"2020-07-18 04:51:07","غير مقلقة","highly dangerous","Salma Abdelrahman","سلمى عبدالرحمن","القيادة بلا لوحات","    59000443","بلاغ جنائي"
"2020-08-04 14:49:31","مقلقة","highly dangerous","Salma Abdelrahman","سلمى عبدالرحمن","عرقلة سير العدالة","    59000443","بلاغ جنائي"
"2023-11-03 16:39:54","مقلقة","highly dangerous","Salma Abdelrahman","سلمى عبدالرحمن","النصب والاحتيال","    59000443","بلاغ جنائي"
"2020-08-05 00:09:49","مقلقة","highly dangerous","Salma Abdelrahman","سلمى عبدالرحمن","حيازة مواد مخدرة","    59000443","بلاغ جنائي"
"","","low","Juma Ibrahim","جمعة إبراهيم","","     1718976","بدون البلاغات الجنائية"
"2025-08-02 23:00:39","مقلقة","highly dangerous","Arun Singh","أرون سينغ","حيازة سلاح ناري غير مرخص","    78357148","بلاغ جنائي"
"2023-07-03 08:03:42","مقلقة","highly dangerous","Arun Singh","أرون سينغ","التحرش","    78357148","بلاغ جنائي"
"2019-09-27 10:52:00","مقلقة","highly dangerous","Arun Singh","أرون سينغ","الابتزاز الإلكتروني","    78357148","بلاغ جنائي"
"2020-08-18 05:34:54","غير مقلقة","highly dangerous","Arun Singh","أرون سينغ","التهديد","    78357148","بلاغ جنائي"
"2025-07-31 12:54:57","مقلقة","highly dangerous","Arun Singh","أرون سينغ","السرقة","    78357148","بلاغ جنائي"
"2026-04-09 03:04:35","مقلقة","highly dangerous","Arun Singh","أرون سينغ","الهروب من مسرح الحادث","    78357148","بلاغ جنائي"
"","","low","Fatima Al Ali","فاطمة العلي","","    50909103","بدون البلاغات الجنائية"
"","","medium","Mohammed Awad","محمد عوض","","    51328624","بدون البلاغات الجنائية"
"","","low","Mohan Kumar","موهان كومار","","      276054","بدون البلاغات الجنائية"
"2021-02-04 15:45:24","مقلقة","dangerous","Rajesh Shah","راجيش شاه","الرشوة","      183683","بلاغ جنائي"
"2024-01-22 14:47:41","مقلقة","dangerous","Rajesh Shah","راجيش شاه","الابتزاز الإلكتروني","      183683","بلاغ جنائي"
"2023-08-14 11:37:27","مقلقة","dangerous","Rajesh Shah","راجيش شاه","حيازة سلاح ناري غير مرخص","      183683","بلاغ جنائي"
"","","low","Youssef Habib","يوسف حبيب","","     4937992","بدون البلاغات الجنائية"
"","","low","Vijay Rao","فيجاي راو","","       66711","بدون البلاغات الجنائية"
"2022-10-06 12:15:03","غير مقلقة","highly dangerous","Tariq Ibrahim","طارق إبراهيم","القيادة برخصة منتهية","    50005691","بلاغ جنائي"
"2024-12-20 15:37:58","مقلقة","highly dangerous","Tariq Ibrahim","طارق إبراهيم","قيادة مركبة مسروقة","    50005691","بلاغ جنائي"
"","","dangerous","Asha Singh","آشا سينغ","","       86173","بدون البلاغات الجنائية"
"","","low","Kamran Sheikh","كامران شيخ","","      786196","بدون البلاغات الجنائية"
"","","low","Sanjay Verma","سانجاي فيرما","","      280126","بدون البلاغات الجنائية"
"2021-05-21 09:27:58","غير مقلقة","dangerous","Faisal Ahmed","فيصل أحمد","مخالفة اشتراطات النقل","    69479863","بلاغ جنائي"
"","","low","Rashid Mahmoud","راشد محمود","","       83011","بدون البلاغات الجنائية"
"2019-04-16 12:05:55","مقلقة","highly dangerous","Saeed Saleh","سعيد صالح","القيادة بسرعة جنونية","      700820","بلاغ جنائي"
"2019-08-27 10:12:21","غير مقلقة","dangerous","Prakash Thapa","براكاش تابا","التهديد","    15339880","بلاغ جنائي"
"","","medium","Jahangir Chowdhury","جهانغير شودري","","    89508651","بدون البلاغات الجنائية"
"","","dangerous","Juma Awad","جمعة عوض","","    70276443","بدون البلاغات الجنائية"
"2026-03-06 19:41:42","مقلقة","highly dangerous","Tariq Al Ketbi","طارق الكتبي","القيادة أثناء سحب الرخصة","    95058985","بلاغ جنائي"
"2023-02-01 12:38:55","مقلقة","highly dangerous","Tariq Al Ketbi","طارق الكتبي","القيادة بسرعة جنونية","    95058985","بلاغ جنائي"
"2019-08-07 00:45:08","مقلقة","highly dangerous","Tariq Al Ketbi","طارق الكتبي","عرقلة سير العدالة","    95058985","بلاغ جنائي"
"2023-11-05 01:13:56","غير مقلقة","highly dangerous","Tariq Al Ketbi","طارق الكتبي","السب والقذف","    95058985","بلاغ جنائي"
"2021-10-01 03:55:53","مقلقة","highly dangerous","Tariq Al Ketbi","طارق الكتبي","الاتجار بالمواد المخدرة","    95058985","بلاغ جنائي"
"","","highly dangerous","Kasun Silva","كاسون سيلفا","","    50868351","بدون البلاغات الجنائية"
"2024-12-08 04:20:28","مقلقة","dangerous","Usman Iqbal","عثمان إقبال","الهروب من مسرح الحادث","      623560","بلاغ جنائي"
"2023-04-03 16:47:49","غير مقلقة","dangerous","Usman Iqbal","عثمان إقبال","إصدار شيك بدون رصيد","      623560","بلاغ جنائي"
"2019-02-20 02:27:32","غير مقلقة","dangerous","Usman Iqbal","عثمان إقبال","القيادة برخصة منتهية","      623560","بلاغ جنائي"
"2025-08-25 08:12:06","غير مقلقة","dangerous","Mark Garcia","مارك غارسيا","إصدار شيك بدون رصيد","    93350419","بلاغ جنائي"
"2023-04-17 03:04:38","غير مقلقة","medium","Priya Shah","بريا شاه","السب والقذف","      100223","بلاغ جنائي"
"2020-05-08 12:58:20","مقلقة","medium","Priya Shah","بريا شاه","القيادة بسرعة جنونية","      100223","بلاغ جنائي"
"","","medium","Saeed Nassar","سعيد نصار","","     3447708","بدون البلاغات الجنائية"
"","","medium","Faisal Iqbal","فيصل إقبال","","     3594216","بدون البلاغات الجنائية"
"","","dangerous","Al Wathba Trading","الوثبة للتجارة","","    98253874","بدون البلاغات الجنائية"
"","","low","Mark Santos","مارك سانتوس","","       35759","بدون البلاغات الجنائية"
"","","low","Prakash Magar","براكاش ماغار","","     2612692","بدون البلاغات الجنائية"
"","","low","Moza Al Nuaimi","موزة النعيمي","","    16768866","بدون البلاغات الجنائية"
"2025-07-27 18:33:40","مقلقة","highly dangerous","Sampath Rajapaksa","سامباث راجاباكسا","التزوير في اللوحات","     7576310","بلاغ جنائي"
"2019-06-11 00:22:58","مقلقة","medium","Jose Mendoza","خوسيه ميندوزا","غسل الأموال","    55188523","بلاغ جنائي"
"2026-03-15 09:33:11","غير مقلقة","medium","Jose Mendoza","خوسيه ميندوزا","إصدار شيك بدون رصيد","    55188523","بلاغ جنائي"
"2023-01-25 18:51:52","غير مقلقة","medium","Jose Mendoza","خوسيه ميندوزا","مخالفة الأنظمة الجمركية","    55188523","بلاغ جنائي"
"","","low","Ibrahim Hassan","إبراهيم حسن","","    28100694","بدون البلاغات الجنائية"
"2025-10-01 14:44:21","مقلقة","highly dangerous","Ali Habib","علي حبيب","عرقلة سير العدالة","      709621","بلاغ جنائي"
"2021-09-30 20:49:11","غير مقلقة","highly dangerous","Ali Habib","علي حبيب","الامتناع عن دفع الغرامات المستحقة","      709621","بلاغ جنائي"
"2020-10-18 20:12:29","مقلقة","highly dangerous","Ali Habib","علي حبيب","النصب والاحتيال","      709621","بلاغ جنائي"
"2020-10-14 08:36:14","مقلقة","highly dangerous","Ali Habib","علي حبيب","الاعتداء على موظف عام أثناء تأدية عمله","      709621","بلاغ جنائي"
"","","medium","Adnan Ahmed","عدنان أحمد","","    73555347","بدون البلاغات الجنائية"
"","","dangerous","Rekha Singh","ريخا سينغ","","    98684771","بدون البلاغات الجنائية"
"","","medium","Salem Kamal","سالم كمال","","    43446848","بدون البلاغات الجنائية"
"2023-09-03 11:36:38","مقلقة","highly dangerous","Nazrul Chowdhury","نذرول شودري","القيادة تحت تأثير الكحول","      521256","بلاغ جنائي"
"2024-09-02 07:20:39","مقلقة","highly dangerous","Nazrul Chowdhury","نذرول شودري","عرقلة سير العدالة","      521256","بلاغ جنائي"
"","","low","Ali Abdelrahman","علي عبدالرحمن","","       70895","بدون البلاغات الجنائية"
"","","medium","Asif Khan","آصف خان","","     9698157","بدون البلاغات الجنائية"
"","","dangerous","Alia Al Zaabi","عالية الزعابي","","     8833414","بدون البلاغات الجنائية"
"","","low","Nazrul Miah","نذرول ميا","","    30671934","بدون البلاغات الجنائية"
"","","medium","Muhammad Raza","محمد رضا","","    18251271","بدون البلاغات الجنائية"
"","","medium","Juma Khalil","جمعة خليل","","    13784232","بدون البلاغات الجنائية"
"","","low","Rajesh Gupta","راجيش غوبتا","","    56004251","بدون البلاغات الجنائية"
"2022-02-04 08:04:55","غير مقلقة","low","Arun Sharma","أرون شارما","السب والقذف","    67968341","بلاغ جنائي"
"2025-01-01 06:07:40","غير مقلقة","low","Arun Sharma","أرون شارما","خيانة الأمانة","    67968341","بلاغ جنائي"
"2022-10-13 06:30:14","غير مقلقة","low","Arun Sharma","أرون شارما","الامتناع عن دفع الغرامات المستحقة","    67968341","بلاغ جنائي"
"2026-04-11 10:20:25","غير مقلقة","low","Arun Sharma","أرون شارما","التهديد","    67968341","بلاغ جنائي"
"2020-09-22 05:40:09","غير مقلقة","low","Arun Sharma","أرون شارما","السب والقذف","    67968341","بلاغ جنائي"
"","","low","Sultan Habib","سلطان حبيب","","    96161508","بدون البلاغات الجنائية"
"","","dangerous","Majid Darwish","ماجد درويش","","       39145","بدون البلاغات الجنائية"
"","","medium","Hussein Al Suwaidi","حسين السويدي","","    96013153","بدون البلاغات الجنائية"
"","","medium","Suresh Das","سوريش داس","","       13251","بدون البلاغات الجنائية"
"","","low","Abdullah Al Muhairi","عبدالله المهيري","","      849129","بدون البلاغات الجنائية"
"","","low","Abdullah Al Nuaimi","عبدالله النعيمي","","    41709911","بدون البلاغات الجنائية"
"","","highly dangerous","Salem Hassan","سالم حسن","","      459751","بدون البلاغات الجنائية"
"2025-10-16 03:09:34","مقلقة","highly dangerous","Shamma Al Ali","شما العلي","غسل الأموال","    41740916","بلاغ جنائي"
"2022-06-06 15:57:57","غير مقلقة","highly dangerous","Shamma Al Ali","شما العلي","تجاوز الإشارة الحمراء بشكل متكرر","    41740916","بلاغ جنائي"
"2024-02-25 14:55:28","مقلقة","highly dangerous","Shamma Al Ali","شما العلي","القيادة تحت تأثير الكحول","    41740916","بلاغ جنائي"
"2023-09-29 02:46:24","مقلقة","highly dangerous","Shamma Al Ali","شما العلي","التسبب في حادث جسيم","    41740916","بلاغ جنائي"
"","","medium","Kiran Patel","كيران باتيل","","    28267713","بدون البلاغات الجنائية"
"","","medium","Khalid Al Ali","خالد العلي","","    67776889","بدون البلاغات الجنائية"
"","","low","Obaid Al Rumaithi","عبيد الرميثي","","    10118538","بدون البلاغات الجنائية"
"2023-05-30 13:55:32","غير مقلقة","highly dangerous","Sanjay Shah","سانجاي شاه","مخالفة قيود الإقامة","    14294257","بلاغ جنائي"
"2025-12-08 19:55:54","مقلقة","highly dangerous","Sanjay Shah","سانجاي شاه","التستر على مطلوب للعدالة","    14294257","بلاغ جنائي"
"2022-07-26 11:47:39","غير مقلقة","highly dangerous","Suresh Patel","سوريش باتيل","السب والقذف","    98019164","بلاغ جنائي"
"2021-07-25 14:24:53","مقلقة","highly dangerous","Suresh Patel","سوريش باتيل","التزوير في اللوحات","    98019164","بلاغ جنائي"
"2025-06-07 06:02:37","مقلقة","dangerous","Jose Mendoza","خوسيه ميندوزا","تعاطي مواد مخدرة","       44037","بلاغ جنائي"
"2020-04-12 03:57:02","مقلقة","dangerous","Jose Mendoza","خوسيه ميندوزا","القيادة أثناء سحب الرخصة","       44037","بلاغ جنائي"
"2025-12-12 18:40:02","غير مقلقة","dangerous","Jose Mendoza","خوسيه ميندوزا","مخالفة الأنظمة الجمركية","       44037","بلاغ جنائي"
"","","medium","Salama Al Marri","سلامة المري","","      544525","بدون البلاغات الجنائية"
